#STN     LAT      LON  YYYY MM DD hh mm WDIR WSPD   GST WVHT  DPD APD MWD   PRES  PTDY  ATMP  WTMP  DEWP  VIS   TIDE
#text    deg      deg   yr mo day hr mn degT  m/s   m/s   m   sec sec degT   hPa   hPa  degC  degC  degC  nmi     ft
ELXC1  36.815 -121.738 2014 06 17 00 45 250   5.1    MM   MM  MM   MM  MM 1014.0    MM  15.3    MM  11.0   MM     MM
EMAT2  28.710  -95.914 2014 06 17 01 48 130   7.2   8.8   MM  MM   MM  MM     MM    MM  28.2  30.0    MM   MM     MM
EPTT2  29.481  -94.917 2014 06 17 01 48 170   8.2   9.8   MM  MM   MM  MM 1016.2    MM  28.4  26.4    MM   MM     MM
EROA2  58.971 -135.221 2014 06 17 01 00 190   8.8  11.3   MM  MM   MM  MM 1014.2  -1.0  16.7    MM   6.1   MM     MM
ESPP4  18.094  -65.471 2014 06 17 01 48  50   1.0   1.5   MM  MM   MM  MM 1017.4    MM  25.7  28.6    MM   MM     MM
FAIO1  41.764  -81.281 2014 06 17 01 48 190   4.6   5.7   MM  MM   MM  MM 1017.1    MM  25.5    MM  18.4   MM     MM
FBIS1  32.684  -79.887 2014 06 17 02 00 150   4.1   4.6   MM  MM   MM  MM 1021.7  +0.7  26.6    MM    MM   MM     MM
FCGT2  28.943  -95.303 2014 06 17 01 48 160   7.2   8.2   MM  MM   MM  MM 1016.4    MM  28.2  28.8    MM   MM     MM
FFIA2  57.270 -133.632 2014 06 17 02 00 240   3.1   3.1   MM  MM   MM  MM 1015.2  +0.0  11.8    MM    MM   MM     MM
FILA2  59.332 -151.995 2014 06 17 02 00  10   2.6   2.6   MM  MM   MM  MM  995.6  -5.1   7.7    MM   6.4   MM     MM
FMOA1  30.228  -88.024 2014 06 17 01 48 200   3.6   4.1   MM  MM   MM  MM 1019.5    MM  27.5    MM    MM   MM     MM
FMRF1  26.647  -81.871 2014 06 17 01 48  MM   0.0   1.5   MM  MM   MM  MM 1020.2    MM  24.3  30.2    MM   MM     MM
FOXR1  41.807  -71.401 2014 06 17 01 48 240   2.6   4.6   MM  MM   MM  MM 1018.2    MM  19.8  17.3    MM   MM     MM
FPKG1  32.035  -80.903 2014 06 17 01 48 130   2.1   2.6   MM  MM   MM  MM 1021.6    MM  26.1  25.4    MM   MM     MM
FPTM4  45.619  -86.660 2014 06 17 01 40 190   7.2   9.3   MM  MM   MM  MM 1012.9    MM  13.1    MM    MM   MM     MM
FRDF1  30.675  -81.465 2014 06 17 01 48 140   1.0   2.1   MM  MM   MM  MM 1020.2    MM  26.1  29.0    MM   MM     MM
FRDP4  18.335  -65.631 2014 06 17 01 48  80   4.6   5.7   MM  MM   MM  MM     MM    MM  27.5    MM  24.0   MM     MM
FRDW1  48.545 -123.012 2014 06 17 01 36 220   2.6   3.1   MM  MM   MM  MM 1013.0    MM  14.4  10.1    MM   MM     MM
FRFN7  36.189  -75.739 2014 06 17 00 00  MM    MM    MM  0.4  10   MM  MM     MM    MM    MM    MM    MM   MM     MM
FRVM3  41.704  -71.164 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1018.8    MM  18.0  19.7    MM   MM     MM
FRWL1  29.552  -92.305 2014 06 17 01 48 130   4.1   6.2   MM  MM   MM  MM 1017.7    MM  27.5  29.7    MM   MM     MM
FSKM2  39.219  -76.528 2014 06 17 01 48 200   1.5   2.1   MM  MM   MM  MM 1018.0    MM  26.8    MM    MM   MM     MM
FTGM4  43.007  -82.422 2014 06 17 01 48  MM   0.0   0.5   MM  MM   MM  MM 1015.9    MM  17.2    MM  14.2   MM     MM
FTPC1  37.806 -122.466 2014 06 17 01 48 240   4.6   8.8   MM  MM   MM  MM 1012.6    MM  13.6  15.7    MM   MM     MM
FWYF1  25.591  -80.097 2014 06 17 02 00  90   6.2   6.7   MM  MM   MM  MM 1019.6  +0.9  27.1  27.9    MM   MM     MM
GCVF1  29.982  -81.634 2014 06 17 01 42  90   3.6   4.1   MM  MM   MM  MM 1020.2    MM  26.7  30.1    MM   MM     MM
GDMM5  47.749  -90.341 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1008.6    MM  11.7    MM   9.5   MM     MM
GDXM6  30.359  -88.420 2014 06 17 00 45 190   3.1    MM   MM  MM   MM  MM 1020.0    MM  27.7    MM  24.0   MM     MM
GELO1  41.859  -80.975 2014 06 17 01 20 200   2.6   4.1   MM  MM   MM  MM 1017.3    MM  24.6    MM    MM   MM     MM
GISL1  29.265  -89.958 2014 06 17 01 48 150   3.1   4.6   MM  MM   MM  MM 1019.6    MM  27.7  28.8    MM   MM     MM
GNJT2  29.357  -94.725 2014 06 17 01 48 180   8.8   9.3   MM  MM   MM  MM     MM    MM  27.9  31.0    MM   MM     MM
GRRT2  29.302  -94.896 2014 06 17 01 48 150   4.6   7.2   MM  MM   MM  MM 1016.2    MM  28.4  30.5    MM   MM     MM
GSLM4  44.018  -83.537 2014 06 17 01 40 230   5.1   5.7   MM  MM   MM  MM 1016.3    MM  25.3    MM    MM   MM     MM
GTLM4  45.211  -85.550 2014 06 17 01 40 230   1.0   1.5   MM  MM   MM  MM 1014.2    MM  13.5    MM    MM   MM     MM
GTOT2  29.311  -94.792 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  28.3  27.5    MM   MM     MM
GTRM4  47.180  -88.240 2014 06 17 02 00 250   0.5   1.0   MM  MM   MM  MM 1010.2  -0.3  10.9    MM    MM   MM     MM
GTXF1  29.658  -81.233 2014 06 17 00 45 130   1.0    MM   MM  MM   MM  MM 1021.0    MM  26.4    MM  23.0   MM     MM
HBYC1  40.767 -124.217 2014 06 17 01 36 340   2.1   2.6   MM  MM   MM  MM 1017.9    MM  11.6  10.7    MM   MM     MM
HCGN7  35.209  -75.704 2014 06 17 01 48 220   4.6   6.2   MM  MM   MM  MM 1021.1    MM  25.7  26.8    MM   MM     MM
HHLO1  41.401  -82.545 2014 06 17 02 00 220   2.6   4.1   MM  MM   MM  MM 1016.6  +0.3  26.6    MM    MM   MM     MM
HIST2  29.595  -94.390 2014 06 17 01 48 160   4.1   5.7   MM  MM   MM  MM 1016.6    MM  27.6  29.8    MM   MM     MM
HLNM4  42.773  -86.213 2014 06 17 01 48  90   3.1   4.1   MM  MM   MM  MM 1014.4    MM  24.2    MM    MM   MM     MM
HMDO3  46.204 -123.951 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  13.3    MM   MM     MM
HMRA2  59.601 -151.410 2014 06 17 01 30  80   3.6    MM   MM  MM   MM  MM     MM    MM   9.9    MM   4.5   MM     MM
HMSA2  59.602 -151.417 2014 06 17 01 50  40   3.6   4.6   MM  MM   MM  MM  996.3  -5.4  10.1    MM    MM   MM     MM
HRBM4  43.846  -82.643 2014 06 17 01 48 210   3.1   4.1   MM  MM   MM  MM     MM    MM  21.9    MM  15.6   MM     MM
HRVC1  34.469 -120.682 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1013.5    MM    MM    MM    MM   MM     MM
ICAC1  34.008 -118.500 2014 06 17 01 48 240   6.2   7.2   MM  MM   MM  MM 1011.9    MM  17.3  20.9    MM   MM     MM
ICYA2  59.923 -141.359 2014 06 17 02 00 110   2.6   5.7   MM  MM   MM  MM 1012.7  -1.3  14.3    MM   6.5   MM     MM
IIWC1  32.714 -117.177 2014 06 17 01 36 290   4.1   4.6   MM  MM   MM  MM     MM    MM  19.0    MM    MM   MM     MM
ILOH1  19.730 -155.056 2014 06 17 01 48  50   5.7   7.2   MM  MM   MM  MM 1014.1    MM  26.5    MM    MM   MM     MM
IOSN3  42.967  -70.623 2014 06 17 02 00 210   5.7   6.2   MM  MM   MM  MM 1017.2  +1.1  16.9    MM  13.5   MM     MM
ITKA2  57.052 -135.342 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1016.2    MM  13.4  10.9    MM   MM     MM
JCRN4  39.535  -74.464 2014 06 17 01 30 180   1.5    MM   MM  MM   MM  MM 1019.0    MM  21.0    MM  17.9   MM     MM
JMLA2  58.286 -134.390 2014 06 17 01 50 130   8.2   9.3   MM  MM   MM  MM     MM    MM  15.6    MM   3.8   MM     MM
JMPN7  34.213  -77.786 2014 06 17 01 48 200   7.2   8.8   MM  MM   MM  MM 1020.2    MM  26.3  27.6    MM   MM     MM
JNEA2  58.298 -134.411 2014 06 17 01 48 140   2.6   4.1   MM  MM   MM  MM 1014.4    MM  15.7   7.1    MM   MM     MM
KATA1  30.258  -88.213 2014 06 17 01 00 190   4.1    MM   MM  MM   MM  MM 1020.0  +0.0  27.7    MM    MM   MM     MM
KDAA2  57.731 -152.511 2014 06 17 01 48  20   9.3  11.8   MM  MM   MM  MM  989.3    MM   8.4    MM    MM   MM     MM
KGCA2  55.062 -162.327 2014 06 17 01 48 310   9.3  15.4   MM  MM   MM  MM 1005.0    MM   7.0   8.2    MM   MM     MM
KLIH1  20.895 -156.469 2014 06 17 01 48  50   6.7  12.9   MM  MM   MM  MM 1014.2    MM  25.4  25.9    MM   MM     MM
KNSW3  42.589  -87.809 2014 06 17 02 00 170   7.2   8.8   MM  MM   MM  MM     MM    MM  16.6    MM    MM   MM     MM
KPTN6  40.811  -73.765 2014 06 17 01 48 190   4.1   5.1   MM  MM   MM  MM 1018.2    MM  20.6  20.1    MM   MM     MM
KPTV2  37.165  -75.988 2014 06 17 01 48 170   5.7   6.7   MM  MM   MM  MM     MM    MM    MM  25.9    MM   MM     MM
KTNF1  29.819  -83.593 2014 06 17 02 00 110   1.5   2.1   MM  MM   MM  MM 1019.1  -1.1  22.6    MM  20.9   MM     MM
KWHH1  20.037 -155.829 2014 06 17 01 48 290   4.6   5.1   MM  MM   MM  MM     MM    MM  28.8  27.5    MM   MM     MM
KWNW3  44.465  -87.496 2014 06 17 01 48 170   5.1   5.7   MM  MM   MM  MM 1013.4    MM  12.2    MM    MM   MM     MM
KYWF1  24.556  -81.808 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1018.5    MM  25.7  30.4    MM   MM     MM
LAMV3  18.318  -64.724 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1017.9    MM  26.8  28.5    MM   MM     MM
LAPW1  47.913 -124.637 2014 06 17 01 36  MM    MM    MM   MM  MM   MM  MM 1014.5    MM  12.8  10.0    MM   MM     MM
LCLL1  30.224  -93.222 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1017.9    MM  27.6  29.2    MM   MM     MM
LCNA2  56.057 -132.697 2014 06 17 01 00 140   0.5    MM   MM  MM   MM  MM 1016.3  -1.0  17.8    MM   8.3   MM     MM
LDLC3  41.306  -72.077 2014 06 16 23 55 260   1.0   1.5   MM  MM   MM  MM 1017.9  -0.6  18.1    MM  13.1   MM     MM
LDTM4  43.947  -86.441 2014 06 17 01 48  80   1.0   1.5   MM  MM   MM  MM 1014.7    MM  22.5    MM  14.3   MM     MM
LJAC1  32.867 -117.257 2014 06 17 01 48 290   2.1   3.6   MM  MM   MM  MM 1012.2    MM  19.0  21.0    MM   MM     MM
LJPC1  32.867 -117.257 2014 06 17 01 24 250   3.6   4.6  0.9   7   MM  MM     MM    MM    MM    MM    MM   MM     MM
LKWF1  26.613  -80.034 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1019.5    MM  26.8  28.4  21.5   MM     MM
LMBV4  19.594  -96.379 2014 06 17 02 00 100   2.1   2.1   MM  MM   MM  MM 1014.0  +1.5  28.2    MM  24.6   MM     MM
LMFS1  34.107  -81.271 2014 06 17 01 20 140   1.0   2.1   MM  MM   MM  MM 1019.6    MM  29.7    MM    MM   MM     MM
LNDC1  37.795 -122.281 2014 06 17 01 48 220   4.6   8.8   MM  MM   MM  MM 1012.6    MM  14.5    MM    MM   MM     MM
LONF1  24.844  -80.864 2014 06 17 02 00 120   7.2   8.2   MM  MM   MM  MM 1019.8  +0.6  27.9  30.1  23.1   MM     MM
LOPL1  28.885  -90.025 2014 06 17 01 56 150   7.2   7.7   MM  MM   MM  MM     MM    MM  27.2    MM  23.5   MM     MM
LOPW1  46.106 -122.954 2014 06 17 01 48 280   6.7   9.8   MM  MM   MM  MM 1014.8    MM  14.8    MM    MM   MM     MM
LPNM4  45.063  -83.429 2014 06 17 01 48 160   2.6   3.6   MM  MM   MM  MM 1014.9    MM  17.3    MM  15.3   MM     MM
LTBV3  17.695  -64.754 2014 06 17 01 48  70   2.6   4.1   MM  MM   MM  MM 1017.4    MM  27.2  28.8    MM   MM     MM
LTJF1  30.379  -81.446 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  26.1    MM  23.8   MM     MM
LTRM4  46.486  -84.302 2014 06 17 01 48 130   0.5   1.0   MM  MM   MM  MM 1011.9    MM  21.6    MM   7.3   MM     MM
LUIT2  29.076  -95.122 2014 06 17 01 00 140   5.1   8.2   MM  MM   MM  MM     MM    MM  28.0    MM    MM   MM     MM
LWSD1  38.783  -75.119 2014 06 17 01 48 180   2.6   4.1   MM  MM   MM  MM 1018.4    MM  23.2  20.3    MM   MM     MM
LWTV2  37.995  -76.465 2014 06 17 01 48 200   3.6   4.1   MM  MM   MM  MM 1019.0    MM  25.8  26.8    MM   MM     MM
LYBT2  29.765  -95.078 2014 06 17 01 48 150   5.1   8.2   MM  MM   MM  MM 1015.5    MM  28.1  29.6    MM   MM     MM
MACM4  45.777  -84.721 2014 06 17 01 48 210   2.1   2.6   MM  MM   MM  MM 1012.5    MM  22.2    MM  10.6   MM     MM
MAXT2  28.132  -97.034 2014 06 17 01 00 130   9.8    MM   MM  MM   MM  MM 1015.0  +0.0  28.1    MM  25.8   MM     MM
MBLA1  30.437  -88.011 2014 06 17 01 30 210   4.6    MM   MM  MM   MM  MM 1018.6    MM  27.8    MM    MM   MM     MM
MBRM4  42.975  -82.419 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1015.3    MM  20.5    MM    MM   MM     MM
MCGA1  30.649  -88.058 2014 06 17 01 48 200   1.5   2.1   MM  MM   MM  MM 1018.8    MM  27.2  29.6    MM   MM     MM
MCGM4  46.546  -87.379 2014 06 17 01 48 220   2.1   3.1   MM  MM   MM  MM 1009.8    MM  18.6    MM   9.8   MM     MM
MCYF1  27.914  -82.425 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  30.2    MM   MM     MM
MCYI3  41.729  -86.912 2014 06 17 01 45  MM    MM    MM   MM  MM   MM  MM     MM    MM  27.7    MM  18.2   MM     MM
MDRM1  43.969  -68.128 2014 06 17 02 00  MM    MM    MM   MM  MM   MM  MM 1017.5  +1.3  11.9    MM    MM   MM     MM
MEEM4  44.248  -86.346 2014 06 17 01 40 140   1.5   2.1   MM  MM   MM  MM 1014.9    MM  22.1    MM    MM   MM     MM
MGIP4  17.970  -67.046 2014 06 17 01 48 110   2.1   3.6   MM  MM   MM  MM 1016.8    MM  27.6  28.6    MM   MM     MM
MGPT2  29.682  -94.985 2014 06 17 01 48 140   4.6   7.2   MM  MM   MM  MM 1016.3    MM  28.5  27.3    MM   MM     MM
MGZP4  18.218  -67.159 2014 06 17 01 48 120   1.5   2.1   MM  MM   MM  MM     MM    MM  27.0  30.3    MM   MM     MM
MHPA1  30.667  -87.936 2014 06 17 01 30 200   4.1    MM   MM  MM   MM  MM 1019.3    MM  28.4    MM    MM   MM     MM
MISM1  43.784  -68.855 2014 06 17 02 00 250   6.7   7.2   MM  MM   MM  MM 1018.2  +1.2  13.1    MM   8.9   MM     MM
MISP4  18.090  -67.939 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1017.3    MM  26.7    MM    MM   MM     MM
MKGM4  43.227  -86.339 2014 06 17 01 45 140   4.6   6.2   MM  MM   MM  MM 1013.8    MM  24.0    MM  15.5   MM     MM
MLRF1  25.012  -80.376 2014 06 17 02 00  90   5.7   6.7   MM  MM   MM  MM 1019.2  +0.9  27.2  28.4    MM   MM     MM
MLWW3  43.045  -87.880 2014 06 17 01 45 150   4.6   5.7   MM  MM   MM  MM     MM    MM  16.3    MM    MM   MM     MM
MNMM4  45.096  -87.590 2014 06 17 01 48 140   3.1   4.6   MM  MM   MM  MM 1012.4    MM  18.7    MM    MM   MM     MM
MNPV2  36.778  -76.302 2014 06 17 01 48 170   1.5   2.1   MM  MM   MM  MM 1019.3    MM  27.4  27.5    MM   MM     MM
MOKH1  21.433 -157.790 2014 06 17 01 48  70   7.2   9.8   MM  MM   MM  MM 1015.5    MM  27.5  26.8    MM   MM     MM
MQTT2  27.581  -97.217 2014 06 17 01 48 120   8.2  10.8   MM  MM   MM  MM 1013.5    MM  27.8  29.3    MM   MM     MM
MRCP1  39.809  -75.415 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1018.7    MM  23.7  23.8    MM   MM     MM
MRHO1  41.544  -82.731 2014 06 17 01 48 170   1.0   2.1   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
MRKA2  61.081 -146.653 2014 06 17 02 00 220   2.6   2.6   MM  MM   MM  MM 1006.1  -3.1  10.3    MM    MM   MM     MM
MRNA2  58.198 -134.257 2014 06 17 02 00  MM   0.0   1.0   MM  MM   MM  MM     MM    MM  16.3    MM   5.3   MM     MM
MROS1  33.656  -78.916 2014 06 17 01 48 170   6.2   7.2   MM  MM   MM  MM 1021.0    MM  26.4  28.7    MM   MM     MM
MRYA2  55.099 -131.182 2014 06 17 02 00 140   1.5   2.6   MM  MM   MM  MM 1016.4  -0.5  20.1    MM   7.7   MM     MM
MTBF1  27.661  -82.594 2014 06 17 01 48 130   2.6   3.1   MM  MM   MM  MM 1020.3    MM  25.1    MM  19.8  5.9     MM
MTKN6  41.048  -71.959 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1019.5    MM  18.0  17.4    MM   MM     MM
MTYC1  36.605 -121.889 2014 06 17 01 36 240   3.6   6.2   MM  MM   MM  MM 1015.2    MM  13.8  15.0    MM   MM     MM
MYPF1  30.398  -81.428 2014 06 17 01 48 190   1.0   1.5   MM  MM   MM  MM     MM    MM  26.0  28.0    MM   MM     MM
MZXC1  38.035 -122.125 2014 06 17 01 48 210   5.1   7.7   MM  MM   MM  MM 1010.7    MM  17.7  19.7   7.3  5.9     MM
NABM4  46.087  -85.444 2014 06 17 01 40 210   3.6   4.1   MM  MM   MM  MM 1013.2    MM  13.1    MM    MM   MM     MM
NAXR1  41.637  -71.339 2014 06 17 00 45 210   2.6    MM   MM  MM   MM  MM 1019.0    MM  17.6    MM  13.2   MM     MM
NBLP1  40.137  -74.752 2014 06 17 01 48 220   3.1   4.6   MM  MM   MM  MM 1018.9    MM  23.7  21.7    MM   MM     MM
NCHT2  29.726  -95.266 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1016.1    MM  28.4  29.1    MM   MM     MM
NDBC1  12.500 -155.167 2014 06 17 02 10  50   6.0   9.0   MM  MM   MM  MM 1004.9    MM  22.1    MM    MM   MM     MM
NFDF1  30.400  -81.627 2014 06 17 01 48 170   0.5   1.5   MM  MM   MM  MM     MM    MM  26.6    MM  22.3  5.9     MM
NGLT2  27.822  -97.204 2014 06 17 01 48 140   7.7  10.8   MM  MM   MM  MM 1014.3    MM  28.0  29.2    MM   MM     MM
NIAN6  43.077  -79.014 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1016.0    MM  21.3    MM    MM   MM     MM
NIWS1  33.349  -79.189 2014 06 17 00 45 170   2.6    MM   MM  MM   MM  MM 1021.0    MM  26.3    MM  22.1   MM     MM
NKLA2  52.972 -168.855 2014 06 17 01 50  20   3.6   7.7   MM  MM   MM  MM     MM    MM   4.7    MM   2.9   MM     MM
NKTA2  60.683 -151.399 2014 06 17 01 48  20   4.1   6.2   MM  MM   MM  MM  999.7    MM  10.5  10.0    MM   MM     MM
NLNC3  41.361  -72.090 2014 06 17 01 48 200   2.1   2.6   MM  MM   MM  MM 1018.5    MM  19.1  16.3    MM   MM     MM
NMTA2  64.500 -165.430 2014 06 17 01 48 280   6.7   7.2   MM  MM   MM  MM 1000.8    MM   8.5   5.3    MM   MM     MM
NOXN7  34.156  -77.851 2014 06 17 00 45 210   2.6    MM   MM  MM   MM  MM 1021.0    MM  25.9    MM  20.8   MM     MM
NPDW3  45.291  -86.977 2014 06 17 01 40 170   4.1   6.7   MM  MM   MM  MM 1012.9    MM  17.7    MM    MM   MM     MM
NPSF1  26.132  -81.807 2014 06 17 01 48 130   2.1   2.1   MM  MM   MM  MM 1019.8    MM  23.5  30.7    MM   MM     MM
NSTP6 -14.280 -170.688 2014 06 17 01 48  50   6.7  10.8   MM  MM   MM  MM 1010.9    MM  27.4  28.3    MM   MM     MM
NTBC1  34.405 -119.692 2014 06 17 01 36 260   3.1   4.1   MM  MM   MM  MM 1010.6    MM  20.0    MM    MM   MM     MM
NTKM3  41.285  -70.096 2014 06 17 01 48 200   2.6   3.6   MM  MM   MM  MM 1020.0    MM  15.8  19.7    MM   MM     MM
NUET2  27.832  -97.486 2014 06 17 01 42 150   7.7  11.3   MM  MM   MM  MM 1014.2    MM    MM  29.8    MM   MM     MM
NWCL1  30.027  -90.113 2014 06 17 01 48 150   1.0   2.1   MM  MM   MM  MM 1019.3    MM  27.8  27.9    MM   MM     MM
NWHC3  41.283  -72.908 2014 06 17 01 48 200   3.1   4.6   MM  MM   MM  MM 1018.7    MM  19.8  20.4    MM   MM     MM
NWPO3  44.613 -124.068 2014 06 17 02 00 320   2.1   2.6   MM  MM   MM  MM 1017.7  +0.3  11.8    MM  10.3   MM     MM
NWPR1  41.504  -71.326 2014 06 17 01 48 200   4.1   4.6   MM  MM   MM  MM 1018.3    MM  17.1  18.3    MM   MM     MM
NWWH1  21.954 -159.353 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  26.6    MM   MM     MM
OBGN6  44.702  -75.494 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1016.4    MM  18.4    MM    MM   MM     MM
OBLA1  30.705  -88.040 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1019.6    MM  28.2  28.9    MM   MM     MM
OBXC1  37.804 -122.341 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  14.5    MM  10.0  5.9     MM
OCIM2  38.328  -75.091 2014 06 17 01 48 200   3.6   4.1   MM  MM   MM  MM 1019.2    MM  22.0  22.1    MM   MM     MM
OCPN7  33.911  -78.147 2014 06 17 02 02 200   6.2   7.2   MM  MM   MM  MM 1020.1    MM  26.2  28.5    MM   MM     MM
OHBC1  33.720 -118.273 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1011.7    MM    MM  18.4    MM   MM     MM
OKXC1  37.811 -122.333 2014 06 17 01 48 240   5.7   9.3   MM  MM   MM  MM 1012.1    MM  15.0    MM    MM   MM     MM
OLCN6  43.341  -78.719 2014 06 17 02 00 130   2.1   2.6   MM  MM   MM  MM 1017.3  +1.7  17.7    MM    MM   MM     MM
OLSA2  52.940 -168.870 2014 06 17 01 48 300   8.2   9.8   MM  MM   MM  MM 1014.8    MM   6.5    MM    MM   MM     MM
OMHC1  37.801 -122.330 2014 06 17 01 48 250   7.7  10.3   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
OOUH1  21.303 -157.865 2014 06 17 01 48  40   4.1   5.7   MM  MM   MM  MM 1014.9    MM  27.6    MM    MM   MM     MM
OPTF1  27.858  -82.553 2014 06 17 01 48  70   0.5   1.0   MM  MM   MM  MM 1020.9    MM  25.4  29.7    MM   MM     MM
ORIN7  35.796  -75.548 2014 06 17 01 48 200   7.2   8.8   MM  MM   MM  MM 1020.2    MM  26.5  27.1    MM   MM     MM
OSGN6  43.464  -76.511 2014 06 17 01 48 270   1.0   1.5   MM  MM   MM  MM 1016.4    MM  17.5    MM  14.4   MM     MM
OSTF1  30.357  -89.612 2014 06 17 01 50  MM   0.0   1.0   MM  MM   MM  MM 1019.0  +0.0  26.1    MM  23.8   MM     MM
OVIA2  59.440 -151.720 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM   8.0    MM   MM     MM
OWXO1  41.378  -82.508 2014 06 16 23 45 250   0.5    MM   MM  MM   MM  MM     MM    MM  28.8    MM  21.5   MM     MM
PACF1  30.152  -85.667 2014 06 17 01 48 280   2.6   3.1   MM  MM   MM  MM 1019.1    MM  28.4  30.1    MM   MM     MM
PACT2  27.634  -97.237 2014 06 17 01 48 130   8.2   9.8   MM  MM   MM  MM 1014.0    MM  28.0  30.3    MM   MM     MM
PBFW1  48.464 -122.469 2014 06 17 01 30 360   2.1    MM   MM  MM   MM  MM 1013.0    MM  17.4    MM   8.4   MM     MM
PCBF1  30.213  -85.880 2014 06 17 01 48 270   4.1   4.6   MM  MM   MM  MM 1019.6    MM  28.2  28.2    MM   MM     MM
PCGT2  26.072  -97.167 2014 06 17 01 48 130   5.7   6.2   MM  MM   MM  MM 1014.4    MM  26.8  25.9    MM   MM     MM
PCLF1  30.404  -87.211 2014 06 17 01 48 220   2.6   4.1   MM  MM   MM  MM 1020.1    MM  29.7  30.6    MM   MM     MM
PCLM4  47.276  -88.528 2014 06 17 01 40 200   1.5   2.6   MM  MM   MM  MM 1010.2    MM  19.9    MM    MM   MM     MM
PCNT2  28.446  -96.396 2014 06 17 01 48 140   9.3  10.8   MM  MM   MM  MM     MM    MM    MM    MM    MM   MM     MM
PCOC1  38.056 -122.039 2014 06 17 01 48 190   6.2  11.3   MM  MM   MM  MM 1010.5    MM  17.4  20.4    MM   MM     MM
PFXC1  33.748 -118.268 2014 06 17 01 48 240   4.6   6.2   MM  MM   MM  MM     MM    MM  19.8    MM    MM   MM     MM
PGBP7  13.428  144.796 2014 06 17 01 48 160   1.0   2.1   MM  MM   MM  MM 1010.9    MM    MM    MM    MM   MM     MM
PHBP1  39.933  -75.142 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1018.2    MM  24.7  22.3    MM   MM     MM
PILA2  59.742 -149.470 2014 06 17 02 00  80  16.0  18.5   MM  MM   MM  MM  999.6  -5.0   8.2    MM   8.0   MM     MM
PILL1  29.179  -89.259 2014 06 17 01 48 150   2.6   3.1   MM  MM   MM  MM 1019.2    MM  26.3  26.8    MM   MM     MM
PILM4  48.223  -88.366 2014 06 17 02 00 220   5.1   5.7   MM  MM   MM  MM     MM    MM   6.9    MM    MM   MM     MM
PLXA2  56.247 -134.647 2014 06 17 01 48 190   1.5   3.1   MM  MM   MM  MM 1016.2    MM  16.6   8.4    MM   MM     MM
PMAF1  27.638  -82.562 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1020.7    MM  24.5  31.4    MM   MM     MM
PMNT2  26.559  -97.424 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM  28.2    MM    MM   MM     MM
PMOA2  55.990 -160.562 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM 1002.3    MM   7.4    MM    MM   MM     MM
PNGW3  46.793  -91.386 2014 06 17 01 40 200   1.0   2.1   MM  MM   MM  MM 1007.5    MM    MM    MM    MM   MM     MM
PNLM4  45.968  -85.869 2014 06 17 01 48 210   1.5   4.1   MM  MM   MM  MM 1013.1    MM  12.6    MM    MM   MM     MM
PNLM6  30.368  -88.563 2014 06 17 01 48  MM    MM    MM   MM  MM   MM  MM     MM    MM    MM  30.3    MM   MM     MM
PORO3  42.739 -124.498 2014 06 17 01 48 320   5.1   7.7   MM  MM   MM  MM 1018.4    MM  13.9   8.0    MM   MM     MM
PORT2  29.867  -93.931 2014 06 17 01 48 150   4.1   6.2   MM  MM   MM  MM 1017.0    MM    MM  29.8    MM   MM     MM
